/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6870	Augustin Thierry	was	a French historian	0	2	2	3	3	6	0.9999999999144422	Augustin Thierry was a French historian .	NNP NNP VBD DT JJ NN .	B-NP I-NP B-VP B-NP I-NP I-NP O	augustin thierry	be	a french historian
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6890	Thierry	had already been a member of	the Académie des Inscriptions et Belles Lettres	5	6	6	12	12	19	0.9576642385645562	From 7 May 1830 , Thierry had already been a member of the Académie des Inscriptions et Belles Lettres ; in 1841 , on the motion of Villemain , the Académie française awarded him the first Prix Gobert .	IN CD NNP CD , NNP VBD RB VBN DT NN IN DT NNP FW NNP FW NNP NNP : IN CD , IN DT NN IN NNP , DT NNP NN VBD PRP DT JJ NNP NNP .	B-PP B-NP I-NP I-NP O B-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-PP B-NP O B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-VP B-NP B-NP I-NP I-NP I-NP O	thierry	be member of	the académie des inscriptions et belles lettres
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6890	the Académie française	awarded	him	29	32	32	33	33	34	0.23144719742404155	From 7 May 1830 , Thierry had already been a member of the Académie des Inscriptions et Belles Lettres ; in 1841 , on the motion of Villemain , the Académie française awarded him the first Prix Gobert .	IN CD NNP CD , NNP VBD RB VBN DT NN IN DT NNP FW NNP FW NNP NNP : IN CD , IN DT NN IN NNP , DT NNP NN VBD PRP DT JJ NNP NNP .	B-PP B-NP I-NP I-NP O B-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-PP B-NP O B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-VP B-NP B-NP I-NP I-NP I-NP O	the académie française	award	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6891	He	continued to receive	this prize	0	1	1	4	4	6	0.09001648346810694	He continued to receive this prize for the next fifteen years .	PRP VBD TO VB DT NN IN DT JJ CD NNS .	B-NP B-VP I-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP O	he	continue to receive	this prize
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6893	collaborators	bear only on	the northern part of France	2	3	8	11	11	16	0.9990629104204524	Helped by collaborators , which , however , bear only on the northern part of France .	VBN IN NNS , WDT , RB , VBP RB IN DT JJ NN IN NNP .	B-VP B-PP B-NP O B-NP O B-ADVP O B-VP B-ADVP B-PP B-NP I-NP I-NP I-NP I-NP O	collaborators	bear on	the northern part of france
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6894	The preface	appeared afterwards in	a separate volume	0	2	2	5	5	8	0.8407082237116134	The preface appeared afterwards in a separate volume under the title of Histoire du Tiers Etat .	DT NN VBD RB IN DT JJ NN IN DT NN IN NNP NNP NNP NNP .	B-NP I-NP B-VP B-ADVP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	the preface	appear in	a separate volume
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6895	Thierry	belongs	the credit	1	2	2	3	3	5	0.7547656382064264	To Thierry belongs the credit for inaugurating in France the really critical study of the communal institutions .	TO NNP VBZ DT NN IN NN IN NNP DT RB JJ NN IN DT JJ NNS .	B-PP B-NP B-VP B-NP I-NP B-PP B-NP B-PP B-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	thierry	belong	the credit
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6896	The last years of his life	were clouded by	domestic griefs	0	6	6	9	9	11	0.9415616170393163	The last years of his life were clouded by domestic griefs and by illness .	DT JJ NNS IN PRP$ NN VBD VBN IN JJ NNS CC IN NN .	B-NP I-NP I-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP O B-PP B-NP O	the last years of his life	cloud by	domestic griefs
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6897	he	lost	his wife	2	3	3	4	4	6	0.41373135749951395	In 1844 he lost his wife , Julie de Querengal , who had been a capable and devoted collaborator in his studies .	IN CD PRP VBD PRP$ NN , NNP NNP NNP , WP VBD VBN DT JJ CC JJ NN IN PRP$ NNS .	B-PP B-NP B-NP B-VP B-NP I-NP O B-NP I-NP I-NP O B-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP O	he	lose	his wife
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6897	Julie de Querengal	had been	a capable and devoted collaborator	7	10	12	14	14	19	0.6143792553370171	In 1844 he lost his wife , Julie de Querengal , who had been a capable and devoted collaborator in his studies .	IN CD PRP VBD PRP$ NN , NNP NNP NNP , WP VBD VBN DT JJ CC JJ NN IN PRP$ NNS .	B-PP B-NP B-NP B-VP B-NP I-NP O B-NP I-NP I-NP O B-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP O	julie de querengal	be	a capable and devoted collaborator
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6898	The Revolution of 1848	inflicted on	him	0	4	4	6	6	7	0.9790369372203213	The Revolution of 1848 inflicted on him a final blow by overturning the regime of the Liberal bourgeoisie , whose triumph he had hailed and justified as the necessary outcome of the whole course of French history .	DT NNP IN CD VBD IN PRP DT JJ NN IN VBG DT NN IN DT JJ NN , WP$ NN PRP VBD VBN CC JJ IN DT JJ NN IN DT JJ NN IN JJ NN .	B-NP I-NP I-NP I-NP B-VP B-PP B-NP B-NP I-NP I-NP B-PP B-VP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-NP B-VP I-VP O B-ADJP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	the revolution of #	inflict on	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6899	Thierry	began to abandon	the strict rationalism	0	1	1	4	4	7	0.0272779024215818	Thierry began to abandon the strict rationalism that had hitherto estranged him from the Catholic Church .	NN VBD TO VB DT JJ NN WDT VBD VBN VBN PRP IN DT NNP NNP .	B-NP B-VP I-VP I-VP B-NP I-NP I-NP B-NP B-VP I-VP I-VP B-NP B-PP B-NP I-NP I-NP O	thierry	begin to abandon	the strict rationalism
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6900	Catholic writers	criticized	the "historical errors	1	3	3	4	4	7	0.7500307489130197	When Catholic writers criticized the "historical errors " in his writings he promised to correct them , and in the final edition of his Histoire de la Conquête his severe judgments of Vatican policies are eliminated .	WRB NNP NNS VBD DT JJ NNS '' IN PRP$ NNS PRP VBD TO VB PRP , CC IN DT JJ NN IN PRP$ NNP NNP NNP NNP PRP$ JJ NNS IN NNP NNS VBP VBN .	B-ADVP B-NP I-NP B-VP B-NP I-NP I-NP O B-PP B-NP I-NP B-NP B-VP I-VP I-VP B-NP O O B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-VP I-VP O	catholic writers	criticize	the "historical errors
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6901	he	did not renounce	his liberal friends	1	2	2	5	5	8	0.035913644355794964	Though he did not renounce his liberal friends , he sought the company of enlightened priests , and just before his death seems disposed to reentering the Church .	IN PRP VBD RB VB PRP$ JJ NNS , PRP VBD DT NN IN JJ NNS , CC RB IN PRP$ NN VBZ VBN TO VBG DT NNP .	B-SBAR B-NP B-VP I-VP I-VP B-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP O O B-ADVP B-PP B-NP I-NP B-VP I-VP B-PP B-VP B-NP I-NP O	he	renounce	his liberal friends
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6901	he	sought the company of	enlightened priests	9	10	10	14	14	16	0.12512109438942912	Though he did not renounce his liberal friends , he sought the company of enlightened priests , and just before his death seems disposed to reentering the Church .	IN PRP VBD RB VB PRP$ JJ NNS , PRP VBD DT NN IN JJ NNS , CC RB IN PRP$ NN VBZ VBN TO VBG DT NNP .	B-SBAR B-NP B-VP I-VP I-VP B-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP O O B-ADVP B-PP B-NP I-NP B-VP I-VP B-PP B-VP B-NP I-NP O	he	seek company of	enlightened priests
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6902	He	died in	Paris	0	1	1	3	3	4	0.4946138394312085	He died in Paris in 1856 .	PRP VBD IN NNP IN CD .	B-NP B-VP B-PP B-NP B-PP B-NP O	he	die in	paris
