/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4282	Jacques de la Palice	was	a French nobleman	0	4	4	5	5	8	0.874111709033325	Jacques de la Palice was a French nobleman and military officer .	NNP NNP NNP NNP VBD DT JJ NN CC JJ NN .	B-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP O B-NP I-NP O	jacques de la palice	be	a french nobleman
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4309	the participants	did not reach	an agreement	15	17	17	20	20	22	0.3889517823442521	La Palice was sent at Calais as negotiator of the peace with Charles V. As the participants did not reach an agreement , he returned to Italy as military leader under Marshal Lautrec , commanding the French main line at the battle of Bicocca , in which he was defeated by Colonna .	NNP NNP VBD VBN IN NNP IN NN IN DT NN IN NNP NNP IN DT NNS VBD RB VB DT NN , PRP VBD TO NNP IN JJ NN IN NNP NNP , VBG DT JJ JJ NN IN DT NN IN NNP , IN WDT PRP VBD VBN IN NNP .	B-NP I-NP B-VP I-VP B-PP B-NP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP B-VP I-VP I-VP B-NP I-NP O B-NP B-VP B-PP B-NP B-PP B-NP I-NP B-PP B-NP I-NP O B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-PP B-NP B-NP B-VP I-VP B-PP B-NP O	the participants	reach	an agreement
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4309	he	returned to	Italy	23	24	24	26	26	27	0.534088568621891	La Palice was sent at Calais as negotiator of the peace with Charles V. As the participants did not reach an agreement , he returned to Italy as military leader under Marshal Lautrec , commanding the French main line at the battle of Bicocca , in which he was defeated by Colonna .	NNP NNP VBD VBN IN NNP IN NN IN DT NN IN NNP NNP IN DT NNS VBD RB VB DT NN , PRP VBD TO NNP IN JJ NN IN NNP NNP , VBG DT JJ JJ NN IN DT NN IN NNP , IN WDT PRP VBD VBN IN NNP .	B-NP I-NP B-VP I-VP B-PP B-NP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP B-VP I-VP I-VP B-NP I-NP O B-NP B-VP B-PP B-NP B-PP B-NP I-NP B-PP B-NP I-NP O B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-PP B-NP B-NP B-VP I-VP B-PP B-NP O	he	return to	italy
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4309	he	was defeated by	Colonna	47	48	48	51	51	52	0.4911147307824539	La Palice was sent at Calais as negotiator of the peace with Charles V. As the participants did not reach an agreement , he returned to Italy as military leader under Marshal Lautrec , commanding the French main line at the battle of Bicocca , in which he was defeated by Colonna .	NNP NNP VBD VBN IN NNP IN NN IN DT NN IN NNP NNP IN DT NNS VBD RB VB DT NN , PRP VBD TO NNP IN JJ NN IN NNP NNP , VBG DT JJ JJ NN IN DT NN IN NNP , IN WDT PRP VBD VBN IN NNP .	B-NP I-NP B-VP I-VP B-PP B-NP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP B-VP I-VP I-VP B-NP I-NP O B-NP B-VP B-PP B-NP B-PP B-NP I-NP B-PP B-NP I-NP O B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-PP B-NP B-NP B-VP I-VP B-PP B-NP O	he	defeat by	colonna
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4310	La Palice	was sent again to	the Pyrenees	0	2	2	6	6	8	0.9845592713751066	La Palice was sent again to the Pyrenees , and then to the successful attempt to rescue Marseille from Duke of Bourbon 's siege .	NNP NNP VBD VBN RB TO DT NNS , CC RB TO DT JJ NN TO VB NNP IN NNP IN NN POS NN .	B-NP I-NP B-VP I-VP B-ADVP B-PP B-NP I-NP O O B-ADVP B-PP B-NP I-NP I-NP B-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP I-NP O	la palice	send to	the pyrenees
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4311	he	moved to	Milan	6	7	7	9	9	10	0.36032272308230134	After the conquest of Avignon , he moved to Milan which had been abandoned by the Spaniards .	IN DT NN IN NNP , PRP VBD TO NNP WDT VBD VBN VBN IN DT NNP .	B-PP B-NP I-NP I-NP I-NP O B-NP B-VP B-PP B-NP B-NP B-VP I-VP I-VP B-PP B-NP I-NP O	he	move to	milan
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4311	Milan	had been abandoned by	the Spaniards	9	10	11	15	15	17	0.952562071899279	After the conquest of Avignon , he moved to Milan which had been abandoned by the Spaniards .	IN DT NN IN NNP , PRP VBD TO NNP WDT VBD VBN VBN IN DT NNP .	B-PP B-NP I-NP I-NP I-NP O B-NP B-VP B-PP B-NP B-NP B-VP I-VP I-VP B-PP B-NP I-NP O	milan	abandon by	the spaniards
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4314	La Palice	was captured by	German Landsknechts	0	2	2	5	5	7	0.9851395303038705	La Palice was captured by German Landsknechts during the fights , and was executed some time later .	NNP NNP VBD VBN IN NNP NNP IN DT NNS , CC VBD VBN DT NN RB .	B-NP I-NP B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP O O B-VP I-VP B-NP I-NP B-ADVP O	la palice	capture by	german landsknechts
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4314	German Landsknechts	was executed	some time	5	7	12	14	14	16	0.8941717905200082	La Palice was captured by German Landsknechts during the fights , and was executed some time later .	NNP NNP VBD VBN IN NNP NNP IN DT NNS , CC VBD VBN DT NN RB .	B-NP I-NP B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP O O B-VP I-VP B-NP I-NP B-ADVP O	german landsknechts	execute	some time
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4316	the early 18th century Bernard de la Monnoye	collected over	50 of these humorous "la Palice " quatrains	1	9	9	11	11	19	0.9470181695932616	In the early 18th century Bernard de la Monnoye collected over 50 of these humorous "la Palice " quatrains , and published them as a burlesque Song of la Palice .	IN DT JJ JJ NN NNP NNP NNP NNP VBD IN CD IN DT JJ CC NNP '' NNS , CC VBD PRP IN DT JJ NNP IN DT NNP .	B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-VP B-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O	the early 18th century bernard de la monnoye	collect over	# of these humorous "la palice quatrains
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4316	the early 18th century Bernard de la Monnoye	published	them	1	9	21	22	22	23	0.3881409792993408	In the early 18th century Bernard de la Monnoye collected over 50 of these humorous "la Palice " quatrains , and published them as a burlesque Song of la Palice .	IN DT JJ JJ NN NNP NNP NNP NNP VBD IN CD IN DT JJ CC NNP '' NNS , CC VBD PRP IN DT JJ NNP IN DT NNP .	B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-VP B-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O	the early 18th century bernard de la monnoye	publish	them
